Jacks:1, cards:5555J, en:Fiveofakind, Score:7
Jacks:1, cards:599JQ, en:Threeofakind, Score:4
Jacks:1, cards:3455J, en:Threeofakind, Score:4
Jacks:1, cards:7JKQQ, en:Threeofakind, Score:4
Jacks:1, cards:778JQ, en:Threeofakind, Score:4
Jacks:1, cards:3378J, en:Threeofakind, Score:4
Jacks:1, cards:9JQQT, en:Threeofakind, Score:4
Jacks:1, cards:2488J, en:Threeofakind, Score:4
Jacks:1, cards:466JQ, en:Threeofakind, Score:4
Jacks:1, cards:334JQ, en:Threeofakind, Score:4
Jacks:1, cards:229JK, en:Threeofakind, Score:4
Jacks:1, cards:3AJQQ, en:Threeofakind, Score:4
Jacks:1, cards:557AJ, en:Threeofakind, Score:4
Jacks:1, cards:889JK, en:Threeofakind, Score:4
Jacks:1, cards:7AAJK, en:Threeofakind, Score:4
Jacks:1, cards:445AJ, en:Threeofakind, Score:4
Jacks:1, cards:3466J, en:Threeofakind, Score:4
Jacks:1, cards:558JQ, en:Threeofakind, Score:4
Jacks:1, cards:38JQQ, en:Threeofakind, Score:4
Jacks:1, cards:2667J, en:Threeofakind, Score:4
Jacks:1, cards:69JKK, en:Threeofakind, Score:4
Jacks:1, cards:2256J, en:Threeofakind, Score:4
Jacks:1, cards:23JTT, en:Threeofakind, Score:4
Jacks:1, cards:AJKKQ, en:Threeofakind, Score:4
Jacks:1, cards:7AJTT, en:Threeofakind, Score:4
Jacks:1, cards:33JKT, en:Threeofakind, Score:4
Jacks:1, cards:8JQTT, en:Threeofakind, Score:4
Jacks:1, cards:79JTT, en:Threeofakind, Score:4
Jacks:1, cards:449JT, en:Threeofakind, Score:4
Jacks:1, cards:6689J, en:Threeofakind, Score:4
Jacks:1, cards:2377J, en:Threeofakind, Score:4
Jacks:1, cards:3JKKT, en:Threeofakind, Score:4
Jacks:1, cards:44AJQ, en:Threeofakind, Score:4
Jacks:1, cards:377JT, en:Threeofakind, Score:4
Jacks:1, cards:6788J, en:Threeofakind, Score:4
Jacks:1, cards:2268J, en:Threeofakind, Score:4
Jacks:1, cards:299AJ, en:Threeofakind, Score:4
Jacks:1, cards:2336J, en:Threeofakind, Score:4
Jacks:1, cards:8AJQQ, en:Threeofakind, Score:4
Jacks:1, cards:455JK, en:Threeofakind, Score:4
Jacks:1, cards:4AAJT, en:Threeofakind, Score:4
Jacks:1, cards:6899J, en:Threeofakind, Score:4
Jacks:1, cards:336JT, en:Threeofakind, Score:4
Jacks:1, cards:366JT, en:Threeofakind, Score:4
Jacks:1, cards:58JQQ, en:Threeofakind, Score:4
Jacks:1, cards:3488J, en:Threeofakind, Score:4
Jacks:1, cards:66AJT, en:Threeofakind, Score:4
Jacks:1, cards:25JQQ, en:Threeofakind, Score:4
Jacks:1, cards:4577J, en:Threeofakind, Score:4
Jacks:1, cards:39AAJ, en:Threeofakind, Score:4
Jacks:1, cards:3AAJQ, en:Threeofakind, Score:4
Jacks:1, cards:299JT, en:Threeofakind, Score:4
Jacks:1, cards:8AAJK, en:Threeofakind, Score:4
Jacks:1, cards:46JKK, en:Threeofakind, Score:4
Jacks:1, cards:4468J, en:Threeofakind, Score:4
Jacks:1, cards:449AJ, en:Threeofakind, Score:4
Jacks:1, cards:4AJTT, en:Threeofakind, Score:4
Jacks:1, cards:577AJ, en:Threeofakind, Score:4
Jacks:1, cards:3AJKK, en:Threeofakind, Score:4
Jacks:1, cards:448JK, en:Threeofakind, Score:4
Jacks:1, cards:33AJT, en:Threeofakind, Score:4
Jacks:1, cards:4788J, en:Threeofakind, Score:4
Jacks:1, cards:88JKT, en:Threeofakind, Score:4
Jacks:1, cards:34JKT, en:Onepair, Score:2
Jacks:1, cards:29JKQ, en:Onepair, Score:2
Jacks:1, cards:246JQ, en:Onepair, Score:2
Jacks:1, cards:2456J, en:Onepair, Score:2
Jacks:1, cards:5JKQT, en:Onepair, Score:2
Jacks:1, cards:69AJQ, en:Onepair, Score:2
Jacks:1, cards:34AJQ, en:Onepair, Score:2
Jacks:1, cards:2789J, en:Onepair, Score:2
Jacks:1, cards:249JT, en:Onepair, Score:2
Jacks:1, cards:348JT, en:Onepair, Score:2
Jacks:1, cards:348JQ, en:Onepair, Score:2
Jacks:1, cards:48JKQ, en:Onepair, Score:2
Jacks:1, cards:3568J, en:Onepair, Score:2
Jacks:1, cards:239JT, en:Onepair, Score:2
Jacks:1, cards:24JKT, en:Onepair, Score:2
Jacks:1, cards:29AJQ, en:Onepair, Score:2
Jacks:1, cards:38AJQ, en:Onepair, Score:2
Jacks:1, cards:26AJQ, en:Onepair, Score:2
Jacks:1, cards:26AJT, en:Onepair, Score:2
Jacks:1, cards:67JKQ, en:Onepair, Score:2
Jacks:1, cards:259JQ, en:Onepair, Score:2
Jacks:1, cards:79AJT, en:Onepair, Score:2
Jacks:1, cards:25JKT, en:Onepair, Score:2
Jacks:1, cards:29JKT, en:Onepair, Score:2
Jacks:1, cards:568JQ, en:Onepair, Score:2
Jacks:1, cards:378JK, en:Onepair, Score:2
Jacks:1, cards:247AJ, en:Onepair, Score:2
Jacks:1, cards:3457J, en:Onepair, Score:2
Jacks:1, cards:9AJKT, en:Onepair, Score:2
Jacks:1, cards:59JKQ, en:Onepair, Score:2
Jacks:1, cards:46AJK, en:Onepair, Score:2
Jacks:1, cards:78JQT, en:Onepair, Score:2
Jacks:1, cards:49AJQ, en:Onepair, Score:2
Jacks:1, cards:69AJK, en:Onepair, Score:2
Jacks:1, cards:46AJQ, en:Onepair, Score:2
Jacks:1, cards:36JKT, en:Onepair, Score:2
Jacks:1, cards:358JT, en:Onepair, Score:2
Jacks:1, cards:2678J, en:Onepair, Score:2
Jacks:1, cards:359JQ, en:Onepair, Score:2
Jacks:1, cards:56JKQ, en:Onepair, Score:2
Jacks:1, cards:48AJK, en:Onepair, Score:2
Jacks:1, cards:3578J, en:Onepair, Score:2
Jacks:1, cards:2568J, en:Onepair, Score:2
Jacks:1, cards:589AJ, en:Onepair, Score:2
Jacks:1, cards:45JKQ, en:Onepair, Score:2
Jacks:1, cards:257JT, en:Onepair, Score:2
Jacks:1, cards:34AJK, en:Onepair, Score:2
Jacks:1, cards:34JQT, en:Onepair, Score:2
Jacks:1, cards:57JKQ, en:Onepair, Score:2
Jacks:1, cards:379JK, en:Onepair, Score:2
Jacks:1, cards:4578J, en:Onepair, Score:2
Jacks:1, cards:789AJ, en:Onepair, Score:2
Jacks:1, cards:2579J, en:Onepair, Score:2
Jacks:1, cards:245AJ, en:Onepair, Score:2
Jacks:1, cards:35JKQ, en:Onepair, Score:2
Jacks:1, cards:56JQT, en:Onepair, Score:2
Jacks:1, cards:345JK, en:Onepair, Score:2
Jacks:1, cards:34AJT, en:Onepair, Score:2
Jacks:1, cards:678AJ, en:Onepair, Score:2
Jacks:1, cards:5AJKQ, en:Onepair, Score:2
Jacks:1, cards:45AJQ, en:Onepair, Score:2
Jacks:1, cards:256JT, en:Onepair, Score:2
Jacks:1, cards:278JT, en:Onepair, Score:2
Jacks:1, cards:569JK, en:Onepair, Score:2
Jacks:1, cards:58AJQ, en:Onepair, Score:2
Jacks:1, cards:25AJQ, en:Onepair, Score:2
Jacks:1, cards:389JT, en:Onepair, Score:2
Jacks:1, cards:479JT, en:Onepair, Score:2
Jacks:2, cards:999JJ, en:Fiveofakind, Score:7
Jacks:2, cards:555JJ, en:Fiveofakind, Score:7
Jacks:2, cards:888JJ, en:Fiveofakind, Score:7
Jacks:2, cards:JJQQQ, en:Fiveofakind, Score:7
Jacks:2, cards:JJTTT, en:Fiveofakind, Score:7
Jacks:2, cards:333JJ, en:Fiveofakind, Score:7
Jacks:2, cards:666JJ, en:Fiveofakind, Score:7
Jacks:2, cards:444JJ, en:Fiveofakind, Score:7
Jacks:2, cards:AAAJJ, en:Fiveofakind, Score:7
Jacks:2, cards:JJKKK, en:Fiveofakind, Score:7
Jacks:2, cards:777JJ, en:Fiveofakind, Score:7
Jacks:2, cards:7JJKK, en:Fourofakind, Score:6
Jacks:2, cards:66AJJ, en:Fourofakind, Score:6
Jacks:2, cards:227JJ, en:Fourofakind, Score:6
Jacks:2, cards:33AJJ, en:Fourofakind, Score:6
Jacks:2, cards:388JJ, en:Fourofakind, Score:6
Jacks:2, cards:5JJKK, en:Fourofakind, Score:6
Jacks:2, cards:488JJ, en:Fourofakind, Score:6
Jacks:2, cards:556JJ, en:Fourofakind, Score:6
Jacks:2, cards:5JJTT, en:Fourofakind, Score:6
Jacks:2, cards:225JJ, en:Fourofakind, Score:6
Jacks:2, cards:2JJKK, en:Fourofakind, Score:6
Jacks:2, cards:33JJT, en:Fourofakind, Score:6
Jacks:2, cards:5AAJJ, en:Fourofakind, Score:6
Jacks:2, cards:7JJQQ, en:Fourofakind, Score:6
Jacks:2, cards:8JJTT, en:Fourofakind, Score:6
Jacks:2, cards:899JJ, en:Fourofakind, Score:6
Jacks:2, cards:55JJK, en:Fourofakind, Score:6
Jacks:2, cards:229JJ, en:Fourofakind, Score:6
Jacks:2, cards:455JJ, en:Fourofakind, Score:6
Jacks:2, cards:6AAJJ, en:Fourofakind, Score:6
Jacks:2, cards:22AJJ, en:Fourofakind, Score:6
Jacks:2, cards:44AJJ, en:Fourofakind, Score:6
Jacks:2, cards:7JJTT, en:Fourofakind, Score:6
Jacks:2, cards:49AJJ, en:Threeofakind, Score:4
Jacks:2, cards:45JJQ, en:Threeofakind, Score:4
Jacks:2, cards:39JJK, en:Threeofakind, Score:4
Jacks:2, cards:7JJQT, en:Threeofakind, Score:4
Jacks:2, cards:26AJJ, en:Threeofakind, Score:4
Jacks:2, cards:6JJKT, en:Threeofakind, Score:4
Jacks:2, cards:234JJ, en:Threeofakind, Score:4
Jacks:2, cards:27AJJ, en:Threeofakind, Score:4
Jacks:2, cards:368JJ, en:Threeofakind, Score:4
Jacks:2, cards:39JJT, en:Threeofakind, Score:4
Jacks:2, cards:79JJQ, en:Threeofakind, Score:4
Jacks:2, cards:49JJT, en:Threeofakind, Score:4
Jacks:2, cards:459JJ, en:Threeofakind, Score:4
Jacks:2, cards:28AJJ, en:Threeofakind, Score:4
Jacks:2, cards:7AJJQ, en:Threeofakind, Score:4
Jacks:2, cards:458JJ, en:Threeofakind, Score:4
Jacks:2, cards:9JJKT, en:Threeofakind, Score:4
Jacks:2, cards:6JJQT, en:Threeofakind, Score:4
Jacks:2, cards:238JJ, en:Threeofakind, Score:4
Jacks:2, cards:257JJ, en:Threeofakind, Score:4
Jacks:2, cards:237JJ, en:Threeofakind, Score:4
Jacks:2, cards:4JJQT, en:Threeofakind, Score:4
Jacks:2, cards:24AJJ, en:Threeofakind, Score:4
Jacks:2, cards:5AJJT, en:Threeofakind, Score:4
Jacks:3, cards:AAJJJ, en:Fiveofakind, Score:7
Jacks:3, cards:99JJJ, en:Fiveofakind, Score:7
Jacks:3, cards:55JJJ, en:Fiveofakind, Score:7
Jacks:3, cards:7JJJK, en:Fourofakind, Score:6
Jacks:3, cards:45JJJ, en:Fourofakind, Score:6
Jacks:3, cards:56JJJ, en:Fourofakind, Score:6
Jacks:4, cards:8JJJJ, en:Fiveofakind, Score:7
Jacks:5, cards:JJJJJ, en:Fiveofakind, Score:7
